,public transport,cycling infrastructure,sidewalks,residential,public safety,commercial,educational,recreational,healthcare,percentage,coordinates
شهرآرا,1,0,64,234,0,4,0,66,2,66.67,"[(36.3082125, 59.4650515), (36.3097175, 59.4687983), (36.3162101, 59.477934), (36.3165699, 59.4768758), (36.3173836, 59.4741963), (36.3082125, 59.4650515), (36.3162101, 59.477934), (36.3169071, 59.4786139), (36.3172907, 59.478921), (36.3177046, 59.4791852), (36.3183259, 59.4795178), (36.3199057, 59.4791289), (36.3187257, 59.4785804), (36.3162101, 59.477934), (36.3206529, 59.4766773), (36.3237675, 59.4780855), (36.3267756, 59.4789022), (36.3259501, 59.4785374), (36.3255865, 59.4783846), (36.3208393, 59.4767162), (36.3206529, 59.4766773), (36.3293243, 59.4740608), (36.3267756, 59.4789022), (36.3281834, 59.4769737), (36.3287117, 59.4759169), (36.3293243, 59.4740608), (36.3331479, 59.4622993), (36.3308304, 59.4690827), (36.3294637, 59.4731905), (36.3293243, 59.4740608), (36.3331479, 59.4622993), (36.3325083, 59.4549286), (36.3264392, 59.4575936), (36.3331479, 59.4622993), (36.3350753, 59.4560444), (36.3325083, 59.4549286), (36.3264392, 59.4575936), (36.3243616, 59.4578141), (36.3225556, 59.4584339), (36.3082125, 59.4650515), (36.3196546, 59.4633925), (36.3264392, 59.4575936)]"
آب و برق,0,0,46,106,0,6,0,27,3,55.56,"[(36.324419, 59.4828303), (36.3215123, 59.4876338), (36.3181865, 59.4932453), (36.3221917, 59.4866986), (36.324419, 59.4828303), (36.3267756, 59.4789022), (36.3258312, 59.480356), (36.324419, 59.4828303), (36.3267756, 59.4789022), (36.3206529, 59.4766773), (36.3237675, 59.4780855), (36.3267756, 59.4789022), (36.3259501, 59.4785374), (36.3255865, 59.4783846), (36.3208393, 59.4767162), (36.3206529, 59.4766773), (36.3162101, 59.477934), (36.3169071, 59.4786139), (36.3172907, 59.478921), (36.3177046, 59.4791852), (36.3183259, 59.4795178), (36.3199057, 59.4791289), (36.3187257, 59.4785804), (36.3162101, 59.477934), (36.3162101, 59.477934), (36.3155876, 59.4799389), (36.3151317, 59.4820579), (36.3148075, 59.4845617), (36.3142952, 59.4897383), (36.3145027, 59.489057), (36.314641, 59.4881773), (36.3162101, 59.477934)]"
حافظ,1,0,10,13,0,1,4,19,1,77.78,"[(36.3181865, 59.4932453), (36.325439, 59.499857), (36.3264466, 59.5007515), (36.3269846, 59.50118), (36.3274076, 59.5014603), (36.3181865, 59.4932453), (36.324419, 59.4828303), (36.3323566, 59.4855895), (36.3284449, 59.4836725), (36.3278085, 59.4833828), (36.3271354, 59.4831629), (36.3264028, 59.483014), (36.324419, 59.4828303), (36.324419, 59.4828303), (36.3215123, 59.4876338), (36.3181865, 59.4932453), (36.3221917, 59.4866986), (36.324419, 59.4828303)]"
هنرستان,0,0,5,3,0,0,0,0,2,33.33,"[(36.3108771, 59.5044744), (36.3127085, 59.5061684), (36.3230173, 59.5155166), (36.3221586, 59.5147218), (36.3210986, 59.5137495), (36.3108771, 59.5044744), (36.3181865, 59.4932453), (36.325439, 59.499857), (36.3264466, 59.5007515), (36.3269846, 59.50118), (36.3274076, 59.5014603), (36.3181865, 59.4932453), (36.3181865, 59.4932453), (36.3126213, 59.5015911), (36.3108771, 59.5044744), (36.313729, 59.500549), (36.3181865, 59.4932453)]"
نیروی هوایی,50,0,29,82,0,0,2,8,2,66.67,"[(36.2865753, 59.4869501), (36.3086325, 59.5029469), (36.3108771, 59.5044744), (36.3019339, 59.4950424), (36.3016886, 59.494797), (36.3014368, 59.4946106), (36.3010228, 59.4943719), (36.2865753, 59.4869501), (36.3181865, 59.4932453), (36.3126213, 59.5015911), (36.3108771, 59.5044744), (36.313729, 59.500549), (36.3181865, 59.4932453), (36.2920832, 59.471573), (36.3087903, 59.4865961), (36.3142952, 59.4897383), (36.31097, 59.4867651), (36.2920832, 59.471573), (36.2920832, 59.471573), (36.2911807, 59.4739525), (36.2865753, 59.4869501), (36.2891362, 59.4818708), (36.2906006, 59.4768316), (36.2920832, 59.471573)]"
کوثر,0,0,45,41,0,1,0,24,1,55.56,"[(36.3047343, 59.51269), (36.3122096, 59.5224506), (36.3155639, 59.5259079), (36.319233, 59.5276973), (36.3132708, 59.5193124), (36.310729, 59.5159489), (36.3064645, 59.5136154), (36.3047343, 59.51269), (36.3108771, 59.5044744), (36.3127085, 59.5061684), (36.3230173, 59.5155166), (36.3221586, 59.5147218), (36.3210986, 59.5137495), (36.3108771, 59.5044744), (36.3108771, 59.5044744), (36.3069617, 59.5085715), (36.306464, 59.5093413), (36.3047343, 59.51269), (36.3105442, 59.504921), (36.3108771, 59.5044744)]"
نوفل لوشاتو,9,0,24,52,0,1,0,20,0,55.56,"[(36.2864007, 59.5570641), (36.300124, 59.5632375), (36.2872233, 59.5571248), (36.2864007, 59.5570641), (36.315082, 59.540596), (36.3073821, 59.5523129), (36.3150536, 59.540658), (36.315082, 59.540596), (36.3028505, 59.5374039), (36.302055, 59.5374092), (36.3017103, 59.5374982), (36.3145892, 59.5405099), (36.315082, 59.540596), (36.3123598, 59.5398527), (36.3028505, 59.5374039), (36.3017103, 59.5374982), (36.3013071, 59.5376909), (36.3005202, 59.5384231), (36.2859054, 59.5563767), (36.2868909, 59.5557676), (36.2874379, 59.5551896), (36.2890042, 59.5533362), (36.3017103, 59.5374982)]"
زکریا,11,0,42,104,0,1,0,53,0,55.56,"[(36.2931659, 59.5249477), (36.2860207, 59.530127), (36.285451, 59.5313113), (36.2831472, 59.5441094), (36.2852769, 59.5401478), (36.2931659, 59.5249477), (36.2778697, 59.5016722), (36.2931659, 59.5249477), (36.2884767, 59.5121307), (36.2842305, 59.5065343), (36.2823451, 59.5047533), (36.2778697, 59.5016722), (36.2778697, 59.5016722), (36.2768062, 59.5036119), (36.2748084, 59.5072916), (36.2677017, 59.5274363), (36.2696379, 59.5244638), (36.2704337, 59.5228751), (36.2717199, 59.5202492), (36.2724763, 59.5185895), (36.2778697, 59.5016722), (36.2677017, 59.5274363), (36.2727759, 59.5384071), (36.2716114, 59.5336385), (36.2708077, 59.5312048), (36.2698453, 59.5293107), (36.269418, 59.5286913), (36.2688756, 59.5282345), (36.2677017, 59.5274363), (36.27532, 59.5376936), (36.2727759, 59.5384071), (36.2831472, 59.5441094), (36.2820251, 59.5425752), (36.2817796, 59.5423204), (36.2813927, 59.5420119), (36.27532, 59.5376936)]"
پورسینا,0,0,0,55,1,1,0,4,0,44.44,"[(36.2691398, 59.6600116), (36.2689299, 59.6604985), (36.2660645, 59.6676452), (36.2675199, 59.6640377), (36.2691398, 59.6600116), (36.2660645, 59.6676452), (36.2683925, 59.674741), (36.2695473, 59.6772341), (36.2736549, 59.6828949), (36.2746987, 59.6838569), (36.2750014, 59.6841268), (36.274029, 59.6821117), (36.2731489, 59.6802986), (36.2667349, 59.6682474), (36.2663046, 59.6678424), (36.2660645, 59.6676452)]"
اروند,0,0,0,59,0,0,0,1,1,33.33,"[(36.2600771, 59.6823411), (36.2652027, 59.6883264), (36.2678919, 59.690153), (36.2704218, 59.6915732), (36.262175, 59.6839403), (36.2601495, 59.6823867), (36.2600771, 59.6823411), (36.2625469, 59.6762833), (36.2653703, 59.6829915), (36.2664192, 59.6854109), (36.2668668, 59.6861538), (36.2693797, 59.6903113), (36.2697884, 59.690894), (36.2704218, 59.6915732), (36.2627156, 59.6764617), (36.2625469, 59.6762833)]"
انصار,0,0,13,62,0,0,1,0,0,33.33,"[(36.2569999, 59.6903398), (36.2669475, 59.6989516), (36.2703044, 59.6917953), (36.2701178, 59.6917213), (36.2569999, 59.6903398), (36.2600771, 59.6823411), (36.2652027, 59.6883264), (36.2678919, 59.690153), (36.2704218, 59.6915732), (36.262175, 59.6839403), (36.2601495, 59.6823867), (36.2600771, 59.6823411), (36.2600771, 59.6823411), (36.2573985, 59.6888736), (36.2569999, 59.6903398), (36.2600771, 59.6823411)]"
شهرک شهید باهنر,1,0,0,150,0,0,0,0,0,22.22,"[(36.2503147, 59.704017), (36.2395952, 59.7080227), (36.2379737, 59.7121524), (36.2381208, 59.716042), (36.2410543, 59.719448), (36.2446702, 59.7212537), (36.2503147, 59.704017), (36.2513942, 59.7047338), (36.2446702, 59.7212537), (36.2518874, 59.7237396), (36.2561787, 59.7178172), (36.2564209, 59.712882), (36.2513942, 59.7047338)]"
شهرک شیرین,1,0,2,1,0,0,0,0,0,33.33,"[(36.2600998, 59.6464491), (36.2615034, 59.6494156), (36.2627232, 59.6509391), (36.2632487, 59.651446), (36.2600998, 59.6464491), (36.2600998, 59.6464491), (36.2581413, 59.6479988), (36.2496216, 59.6553275), (36.2472589, 59.6579812), (36.2477126, 59.6576232), (36.255493, 59.6506758), (36.2600998, 59.6464491)]"
کشاورز,1,0,1,35,0,0,0,6,0,44.44,"[(36.2458523, 59.6658656), (36.2625469, 59.6762833), (36.2625556, 59.6760486), (36.2613477, 59.6747893), (36.2609, 59.6743628), (36.2571616, 59.6710262), (36.2569443, 59.6708398), (36.2560391, 59.6703838), (36.2458523, 59.6658656), (36.2440711, 59.6672216), (36.2462372, 59.682003), (36.2545277, 59.6926138), (36.2496534, 59.6767344), (36.2440711, 59.6672216), (36.2600771, 59.6823411), (36.2573985, 59.6888736), (36.2569999, 59.6903398), (36.2600771, 59.6823411)]"
شهید معقول,2,0,5,131,0,0,0,27,1,55.56,"[(36.2458523, 59.6658656), (36.2625469, 59.6762833), (36.2625556, 59.6760486), (36.2613477, 59.6747893), (36.2609, 59.6743628), (36.2571616, 59.6710262), (36.2569443, 59.6708398), (36.2560391, 59.6703838), (36.2458523, 59.6658656), (36.2660645, 59.6676452), (36.2649259, 59.6704334), (36.2625469, 59.6762833), (36.2660645, 59.6676452), (36.2605583, 59.6536965), (36.2602301, 59.6571605), (36.2602942, 59.6582273), (36.260322, 59.6583836), (36.2614553, 59.6614876), (36.2630692, 59.6648718), (36.2639754, 59.6661995), (36.2642403, 59.6664289), (36.2658482, 59.6675286), (36.2660645, 59.6676452), (36.2605583, 59.6536965)]"
امیر آباد,5,0,4,30,0,0,0,3,1,55.56,"[(36.2691398, 59.6600116), (36.2689299, 59.6604985), (36.2660645, 59.6676452), (36.2675199, 59.6640377), (36.2691398, 59.6600116), (36.2632487, 59.651446), (36.2640013, 59.6520951), (36.2696803, 59.6567729), (36.2702972, 59.6571442), (36.2632487, 59.651446), (36.2605583, 59.6536965), (36.2602301, 59.6571605), (36.2602942, 59.6582273), (36.260322, 59.6583836), (36.2614553, 59.6614876), (36.2630692, 59.6648718), (36.2639754, 59.6661995), (36.2642403, 59.6664289), (36.2658482, 59.6675286), (36.2660645, 59.6676452), (36.2605583, 59.6536965)]"
کارمندان اول,0,0,5,90,0,3,4,6,0,55.56,"[(36.2815723, 59.6241526), (36.2812767, 59.6248211), (36.27692, 59.6407552), (36.279049, 59.6347421), (36.2815723, 59.6241526), (36.2812779, 59.6238701), (36.2807234, 59.6243772), (36.2773633, 59.6278533), (36.2756983, 59.6297181), (36.2790326, 59.6262306), (36.2812779, 59.6238701), (36.2756983, 59.6297181), (36.2696522, 59.6362218), (36.2706383, 59.6351865), (36.274295, 59.6312812), (36.2756983, 59.6297181), (36.2696522, 59.6362218), (36.27692, 59.6407552), (36.2766411, 59.6403256), (36.2696522, 59.6362218)]"
شهید آوینی,0,0,0,51,1,1,0,5,0,44.44,"[(36.3024213, 59.6727193), (36.2939469, 59.6763007), (36.2940723, 59.6762605), (36.2961908, 59.6753982), (36.2978268, 59.6747229), (36.2996718, 59.6739565), (36.3024213, 59.6727193), (36.2973878, 59.6619829), (36.2971069, 59.6626228), (36.2971032, 59.6628756), (36.2972371, 59.6632986), (36.3024213, 59.6727193), (36.2973878, 59.6619829), (36.2953147, 59.6612416), (36.2946673, 59.6700485), (36.29507, 59.6661962), (36.295184, 59.6647887), (36.295258, 59.6635804), (36.2953147, 59.6612416), (36.2946673, 59.6700485), (36.2939469, 59.6763007), (36.2940599, 59.6754223), (36.2943485, 59.6730325), (36.2946673, 59.6700485)]"
ثامن,3,0,12,152,0,0,0,5,0,44.44,"[(36.2946673, 59.6700485), (36.2917807, 59.6714486), (36.2882054, 59.674045), (36.2875027, 59.6780549), (36.2863088, 59.6858272), (36.2946673, 59.6700485), (36.2953147, 59.6612416), (36.2946673, 59.6700485), (36.29507, 59.6661962), (36.295184, 59.6647887), (36.295258, 59.6635804), (36.2953147, 59.6612416), (36.2880812, 59.6590606), (36.2916513, 59.660165), (36.2939896, 59.6608522), (36.2880812, 59.6590606), (36.2880812, 59.6590606), (36.28274, 59.672355), (36.2837656, 59.6706614), (36.2855147, 59.6670592), (36.2868336, 59.6630707), (36.2880812, 59.6590606), (36.2789591, 59.6780686), (36.28033, 59.68297), (36.2791766, 59.6788461), (36.2789591, 59.6780686)]"
نیزه,2,0,3,74,0,0,0,4,1,55.56,"[(36.2939469, 59.6763007), (36.2938329, 59.676754), (36.2997799, 59.686705), (36.301534, 59.6895683), (36.311902, 59.7040813), (36.3005008, 59.6859419), (36.299862, 59.6849401), (36.2973598, 59.6812829), (36.2939469, 59.6763007), (36.3058221, 59.6813835), (36.3061331, 59.6824978), (36.3080511, 59.6893406), (36.3064869, 59.6837147), (36.3058221, 59.6813835), (36.3024213, 59.6727193), (36.3046786, 59.6789859), (36.3058221, 59.6813835), (36.3027909, 59.673502), (36.3024213, 59.6727193), (36.3024213, 59.6727193), (36.2939469, 59.6763007), (36.2940723, 59.6762605), (36.2961908, 59.6753982), (36.2978268, 59.6747229), (36.2996718, 59.6739565), (36.3024213, 59.6727193)]"
امیر المومنین,2,0,3,94,0,0,0,0,2,44.44,"[(36.2939469, 59.6763007), (36.2938329, 59.676754), (36.2997799, 59.686705), (36.301534, 59.6895683), (36.311902, 59.7040813), (36.3005008, 59.6859419), (36.299862, 59.6849401), (36.2973598, 59.6812829), (36.2939469, 59.6763007), (36.2946673, 59.6700485), (36.2939469, 59.6763007), (36.2940599, 59.6754223), (36.2943485, 59.6730325), (36.2946673, 59.6700485), (36.2946673, 59.6700485), (36.2917807, 59.6714486), (36.2882054, 59.674045), (36.2875027, 59.6780549), (36.2863088, 59.6858272), (36.2946673, 59.6700485), (36.2863088, 59.6858272), (36.311902, 59.7040813), (36.2945128, 59.6897506), (36.2863088, 59.6858272)]"
شهرک مهر آباد,0,0,16,34,1,1,0,1,0,55.56,"[(36.2880812, 59.6590606), (36.28274, 59.672355), (36.2837656, 59.6706614), (36.2855147, 59.6670592), (36.2868336, 59.6630707), (36.2880812, 59.6590606), (36.2788683, 59.6555498), (36.2780805, 59.6556277), (36.2702972, 59.6571442), (36.2713087, 59.6575347), (36.2725002, 59.6577036), (36.2880812, 59.6590606), (36.2801267, 59.6557188), (36.2788683, 59.6555498)]"
شهرک امام هادی,0,0,46,152,1,3,0,85,0,55.56,"[(36.3452517, 59.5480044), (36.3477968, 59.5493289), (36.3575564, 59.5517976), (36.3589782, 59.5519828), (36.3452517, 59.5480044), (36.3632062, 59.5500109), (36.3589782, 59.5519828), (36.360528, 59.5515458), (36.3620914, 59.5510623), (36.3624947, 59.5507462), (36.3632062, 59.5500109), (36.3692059, 59.5456335), (36.3662367, 59.5471211), (36.3656749, 59.5474742), (36.365188, 59.5478831), (36.3632062, 59.5500109), (36.3692059, 59.5456335), (36.3658332, 59.5363659), (36.3705057, 59.5448811), (36.3677511, 59.5386538), (36.3675999, 59.538407), (36.367345, 59.5381066), (36.3658332, 59.5363659), (36.3658332, 59.5363659), (36.3452517, 59.5480044), (36.3463705, 59.5477277), (36.3479649, 59.546982), (36.359213, 59.5403275), (36.3658332, 59.5363659)]"
امامیه,1,1,71,127,0,3,1,26,0,77.78,"[(36.3648979, 59.5115983), (36.3645113, 59.5118988), (36.3642565, 59.5121536), (36.3591395, 59.5174187), (36.3625177, 59.5148371), (36.3627488, 59.5146064), (36.3630037, 59.5142913), (36.3648979, 59.5115983), (36.3741481, 59.5042625), (36.3648979, 59.5115983), (36.3720619, 59.5059845), (36.3741481, 59.5042625), (36.3711138, 59.500207), (36.3722688, 59.5018752), (36.3733659, 59.503398), (36.3741481, 59.5042625), (36.3711138, 59.500207), (36.3711138, 59.500207), (36.3646004, 59.5037126), (36.366897, 59.5035582), (36.368967, 59.5033935), (36.3711138, 59.500207), (36.3646004, 59.5037126), (36.3593004, 59.5075308), (36.3620987, 59.5070708), (36.3623654, 59.506993), (36.3628039, 59.5067087), (36.3638709, 59.5058678), (36.3641204, 59.5056345), (36.3643569, 59.5053207), (36.3645016, 59.5050149), (36.364575, 59.5046407), (36.3646004, 59.5037126), (36.3593004, 59.5075308), (36.3592454, 59.513036), (36.3593339, 59.5119081), (36.3593004, 59.5075308)]"
حسابی جنوبی,0,0,51,41,0,1,0,2,1,55.56,"[(36.352145, 59.4881223), (36.3520694, 59.501591), (36.3522725, 59.4944429), (36.352145, 59.4881223), (36.3466136, 59.4879713), (36.3456257, 59.4986637), (36.3454167, 59.5010733), (36.3463877, 59.4924016), (36.3466136, 59.4879713), (36.3466136, 59.4879713), (36.3468934, 59.4883087), (36.352145, 59.4881223), (36.3466136, 59.4879713)]"
شاهد,1,0,41,169,0,1,0,18,5,66.67,"[(36.3453784, 59.5026735), (36.3452006, 59.5087562), (36.3451828, 59.5141432), (36.3453784, 59.5026735), (36.3517756, 59.5135242), (36.3451828, 59.5141432), (36.3461286, 59.5141323), (36.3466341, 59.5141143), (36.3474831, 59.5140472), (36.3501468, 59.513728), (36.3517756, 59.5135242), (36.3556078, 59.5129207), (36.3549273, 59.5130065), (36.3517756, 59.5135242), (36.3592454, 59.513036), (36.3556078, 59.5129207), (36.3593004, 59.5075308), (36.3592454, 59.513036), (36.3593339, 59.5119081), (36.3593004, 59.5075308), (36.3520694, 59.501591), (36.3593004, 59.5075308), (36.3592583, 59.5065973), (36.3591223, 59.5056211), (36.3590391, 59.5051919), (36.3589257, 59.5047802), (36.3586923, 59.5042128), (36.3585012, 59.5038119), (36.3582744, 59.5034458), (36.3579796, 59.5030729), (36.3574838, 59.5025942), (36.3571134, 59.5023769), (36.3564805, 59.5020443), (36.3559361, 59.5018861), (36.3551239, 59.5018083), (36.3520694, 59.501591)]"
استاد یوسفی,3,0,52,151,0,5,1,19,0,66.67,"[(36.3517756, 59.5135242), (36.3517843, 59.5142993), (36.3518491, 59.5149833), (36.3519485, 59.5158711), (36.3520975, 59.5167133), (36.352266, 59.5173651), (36.3525857, 59.5183253), (36.3528881, 59.5191005), (36.3533245, 59.5200098), (36.3563833, 59.5260394), (36.3517756, 59.5135242), (36.3563833, 59.5260394), (36.3592367, 59.5316666), (36.3598264, 59.5312563), (36.363589, 59.527992), (36.3563833, 59.5260394), (36.3591395, 59.5174187), (36.3591482, 59.5184863), (36.3592432, 59.5190871), (36.3593447, 59.519476), (36.3594851, 59.5198354), (36.359673, 59.5202512), (36.363589, 59.527992), (36.3591395, 59.5174187), (36.3556078, 59.5129207), (36.3549273, 59.5130065), (36.3517756, 59.5135242), (36.3592454, 59.513036), (36.3556078, 59.5129207)]"
ولیعصر,3,0,60,85,0,3,1,8,0,66.67,"[(36.3451788, 59.5152022), (36.3451174, 59.5229737), (36.3451026, 59.531234), (36.3451709, 59.5171366), (36.3451788, 59.5152022), (36.3563833, 59.5260394), (36.3451026, 59.531234), (36.3455858, 59.5312757), (36.3488722, 59.5313609), (36.3495851, 59.5312107), (36.3499783, 59.5310202), (36.3504644, 59.5307225), (36.3563833, 59.5260394), (36.3517756, 59.5135242), (36.3517843, 59.5142993), (36.3518491, 59.5149833), (36.3519485, 59.5158711), (36.3520975, 59.5167133), (36.352266, 59.5173651), (36.3525857, 59.5183253), (36.3528881, 59.5191005), (36.3533245, 59.5200098), (36.3563833, 59.5260394), (36.3517756, 59.5135242), (36.3517756, 59.5135242), (36.3451828, 59.5141432), (36.3461286, 59.5141323), (36.3466341, 59.5141143), (36.3474831, 59.5140472), (36.3501468, 59.513728), (36.3517756, 59.5135242)]"
شهرک رازی,3,0,33,91,0,0,1,9,1,66.67,"[(36.3658332, 59.5363659), (36.3452517, 59.5480044), (36.3463705, 59.5477277), (36.3479649, 59.546982), (36.359213, 59.5403275), (36.3658332, 59.5363659), (36.363589, 59.527992), (36.3640091, 59.5322245), (36.3641182, 59.5328951), (36.3643364, 59.5334919), (36.3658332, 59.5363659), (36.3640837, 59.5291413), (36.3639681, 59.5287873), (36.363589, 59.527992), (36.3563833, 59.5260394), (36.3592367, 59.5316666), (36.3598264, 59.5312563), (36.363589, 59.527992), (36.3563833, 59.5260394), (36.3563833, 59.5260394), (36.3451026, 59.531234), (36.3455858, 59.5312757), (36.3488722, 59.5313609), (36.3495851, 59.5312107), (36.3499783, 59.5310202), (36.3504644, 59.5307225), (36.3563833, 59.5260394), (36.3450916, 59.5331941), (36.3450844, 59.5347624), (36.3450991, 59.5366175), (36.3450916, 59.5331941), (36.3450991, 59.5366175), (36.3451315, 59.5462898), (36.3452517, 59.5480044), (36.3450991, 59.5366175)]"
فارغ التحصیلان,0,0,85,94,0,2,2,21,1,66.67,"[(36.3366523, 59.4718545), (36.3378247, 59.4724488), (36.3422441, 59.4745544), (36.3431299, 59.4749138), (36.3366523, 59.4718545), (36.3431299, 59.4749138), (36.3434907, 59.4751203), (36.3466893, 59.476801), (36.3447438, 59.4757077), (36.3431299, 59.4749138), (36.3510607, 59.4658001), (36.348718, 59.4684415), (36.3478828, 59.4694029), (36.347164, 59.470692), (36.346727, 59.4726217), (36.3466902, 59.4742376), (36.3466893, 59.476801), (36.3510607, 59.4658001), (36.3415513, 59.4605236), (36.3405088, 59.4605894), (36.340156, 59.460644), (36.3510607, 59.4658001), (36.350458, 59.4652103), (36.3483159, 59.4638136), (36.3464888, 59.4627841), (36.3423793, 59.4607511), (36.3415513, 59.4605236)]"
شریف,0,0,71,166,0,2,2,47,6,66.67,"[(36.3290215, 59.4962902), (36.3332694, 59.4983295), (36.3371128, 59.5001567), (36.3290215, 59.4962902), (36.3431299, 59.4749138), (36.342996, 59.4752263), (36.337963, 59.4872063), (36.3376562, 59.4881062), (36.3374325, 59.4888787), (36.3372564, 59.489729), (36.3372283, 59.4901367), (36.3371128, 59.5001567), (36.3376032, 59.498603), (36.3380634, 59.4969361), (36.3431299, 59.4749138), (36.3366523, 59.4718545), (36.3378247, 59.4724488), (36.3422441, 59.4745544), (36.3431299, 59.4749138), (36.3366523, 59.4718545)]"
تربیت,0,0,35,147,0,0,1,11,4,55.56,"[(36.3431299, 59.4749138), (36.342996, 59.4752263), (36.337963, 59.4872063), (36.3376562, 59.4881062), (36.3374325, 59.4888787), (36.3372564, 59.489729), (36.3372283, 59.4901367), (36.3371128, 59.5001567), (36.3376032, 59.498603), (36.3380634, 59.4969361), (36.3431299, 59.4749138), (36.3371128, 59.5001567), (36.342175, 59.5032942), (36.3429484, 59.5035464), (36.3453784, 59.5026735), (36.3371128, 59.5001567), (36.3466136, 59.4879713), (36.3456257, 59.4986637), (36.3454167, 59.5010733), (36.3463877, 59.4924016), (36.3466136, 59.4879713), (36.3466893, 59.476801), (36.3466136, 59.4879713), (36.3466668, 59.4834177), (36.3466893, 59.476801), (36.3431299, 59.4749138), (36.3434907, 59.4751203), (36.3466893, 59.476801), (36.3447438, 59.4757077), (36.3431299, 59.4749138)]"
